250	ENST00000428818.5
251	ENST00000428858.1
252	ENST00000428922.5
253	ENST00000428939.3
254	ENST00000429159.6
255	ENST00000429224.1
256	ENST00000429227.1
257	ENST00000429289.5
258	ENST00000429456.1
259	ENST00000429599.6
260	ENST00000429730.1
261	ENST00000429781.1
262	ENST00000429859.5
263	ENST00000429865.5
264	ENST00000429892.5
265	ENST00000429932.1
266	ENST00000429952.5
267	ENST00000429962.1
268	ENST00000430166.5
269	ENST00000430245.5
270	ENST00000430259.1
271	ENST00000430416.5
272	ENST00000430483.5
273	ENST00000430605.1
274	ENST00000430643.1
275	ENST00000430853.5
276	ENST00000431025.1
277	ENST00000431090.1
278	ENST00000431181.5
279	ENST00000431214.5
280	ENST00000431268.5
281	ENST00000431616.5
282	ENST00000431669.5
283	ENST00000431734.5
284	ENST00000431767.5
285	ENST00000431813.1
286	ENST00000431924.2
287	ENST00000432294.1
288	ENST00000432296.1
289	ENST00000432411.1
290	ENST00000432502.1
291	ENST00000432604.5
292	ENST00000432735.5
293	ENST00000432741.5
294	ENST00000432743.1
295	ENST00000432818.5
296	ENST00000432910.5
297	ENST00000432961.1
298	ENST00000432988.1
299	ENST00000433001.1
300	ENST00000433061.1
301	ENST00000433079.5
302	ENST00000433219.1
303	ENST00000433317.1
304	ENST00000433505.5
305	ENST00000433639.1
306	ENST00000433763.6
307	ENST00000433902.2
308	ENST00000433920.5
309	ENST00000434081.1
310	ENST00000434086.1
311	ENST00000434244.5
312	ENST00000434399.5
313	ENST00000434512.1
314	ENST00000434781.5
315	ENST00000434796.5
316	ENST00000434872.1
317	ENST00000435162.5
318	ENST00000435295.1
319	ENST00000435523.5
320	ENST00000435880.6
321	ENST00000435921.6
322	ENST00000435966.1
323	ENST00000435968.5
324	ENST00000435981.5
325	ENST00000436033.1
326	ENST00000436079.1
327	ENST00000436126.5
328	ENST00000436200.2
329	ENST00000436290.2
330	ENST00000436377.1
331	ENST00000436578.1
332	ENST00000436656.5
333	ENST00000436715.5
334	ENST00000437028.5
335	ENST00000437035.5
336	ENST00000437064.1
337	ENST00000437071.5
338	ENST00000437191.5
339	ENST00000437232.5
340	ENST00000437346.5
341	ENST00000437456.5
342	ENST00000437541.1
343	ENST00000437561.1
344	ENST00000437615.1
345	ENST00000437621.6
346	ENST00000437643.1
347	ENST00000437681.1
348	ENST00000437730.5
349	ENST00000437781.5
350	ENST00000438002.1
351	ENST00000438095.1
352	ENST00000438482.1
353	ENST00000438538.1
354	ENST00000438589.1
355	ENST00000438597.1
356	ENST00000438608.5
357	ENST00000438705.3
358	ENST00000438777.5
359	ENST00000439024.1
360	ENST00000439050.1
361	ENST00000439057.5
362	ENST00000439088.1
363	ENST00000439156.2
364	ENST00000439298.5
365	ENST00000439321.1
366	ENST00000439440.1
367	ENST00000439494.1
368	ENST00000439498.5
369	ENST00000439507.5
370	ENST00000439558.5
371	ENST00000439559.2
372	ENST00000439562.1
373	ENST00000439598.6
374	ENST00000439670.6
375	ENST00000439725.5
376	ENST00000439738.5
377	ENST00000439794.6
378	ENST00000439852.5
379	ENST00000439943.5
380	ENST00000440001.2
381	ENST00000440093.6
382	ENST00000440150.5
383	ENST00000440347.5
384	ENST00000440395.1
385	ENST00000440438.6
386	ENST00000440698.1
387	ENST00000440778.5
388	ENST00000440816.5
389	ENST00000441075.1
390	ENST00000441283.1
391	ENST00000441363.1
392	ENST00000441504.1
393	ENST00000441539.1
394	ENST00000441676.5
395	ENST00000441722.5
396	ENST00000441749.1
397	ENST00000442007.1
398	ENST00000442036.1
399	ENST00000442037.5
400	ENST00000442040.5
401	ENST00000442176.1
402	ENST00000442293.5
403	ENST00000442383.1
404	ENST00000442765.1
405	ENST00000442815.1
406	ENST00000442823.2
407	ENST00000442860.5
408	ENST00000442928.6
409	ENST00000443037.1
410	ENST00000443038.1
411	ENST00000443076.1
412	ENST00000443132.1
413	ENST00000443284.1
414	ENST00000443373.1
415	ENST00000443587.5
416	ENST00000443623.5
417	ENST00000443642.1
418	ENST00000443799.5
419	ENST00000443946.1
420	ENST00000443993.1
421	ENST00000444093.1
422	ENST00000444126.5
423	ENST00000444301.5
424	ENST00000444375.1
425	ENST00000444381.1
426	ENST00000444388.5
427	ENST00000444464.1
428	ENST00000444470.5
429	ENST00000444482.1
430	ENST00000444489.5
431	ENST00000444858.5
432	ENST00000444939.1
433	ENST00000444958.1
434	ENST00000444966.1
435	ENST00000444968.1
436	ENST00000444998.1
437	ENST00000445003.5
438	ENST00000445097.2
439	ENST00000445178.1
440	ENST00000445184.1
441	ENST00000445450.1
442	ENST00000445551.1
443	ENST00000445680.1
444	ENST00000445791.5
445	ENST00000445817.1
446	ENST00000445938.1
447	ENST00000445984.5
448	ENST00000446336.1
449	ENST00000446528.6
450	ENST00000446578.1
451	ENST00000446698.5
452	ENST00000446816.1
453	ENST00000446880.5
454	ENST00000447037.1
455	ENST00000447070.1
456	ENST00000447307.5
457	ENST00000447413.1
458	ENST00000447424.5
459	ENST00000447538.6
460	ENST00000447563.5
461	ENST00000447577.5
462	ENST00000447639.1
463	ENST00000447832.1
464	ENST00000447898.5
465	ENST00000447911.6
466	ENST00000447959.1
467	ENST00000448049.1
468	ENST00000448136.5
469	ENST00000448179.1
470	ENST00000448374.5
471	ENST00000448465.1
472	ENST00000448559.5
473	ENST00000448567.2
474	ENST00000448927.1
475	ENST00000448955.1
476	ENST00000449111.5
477	ENST00000449175.1
478	ENST00000449197.1
479	ENST00000449289.5
480	ENST00000449305.5
481	ENST00000449351.5
482	ENST00000449449.6
483	ENST00000449469.5
484	ENST00000449573.5
485	ENST00000449589.5
486	ENST00000449680.5
487	ENST00000449717.1
488	ENST00000449741.1
489	ENST00000450044.1
490	ENST00000450203.5
491	ENST00000450304.1
492	ENST00000450314.6
493	ENST00000450535.5
494	ENST00000450589.5
495	ENST00000450686.1
496	ENST00000450692.6
497	ENST00000450713.1
498	ENST00000450784.5
499	ENST00000450804.3
500	ENST00000450843.5
501	ENST00000450920.1
502	ENST00000450963.5
503	ENST00000450998.5
504	ENST00000451027.5
505	ENST00000451070.1
506	ENST00000451141.1
507	ENST00000451298.1
508	ENST00000451302.6
509	ENST00000451355.2
510	ENST00000451364.5
511	ENST00000451424.1
512	ENST00000451543.5
513	ENST00000451759.5
514	ENST00000451786.5
515	ENST00000451828.1
516	ENST00000451894.6
517	ENST00000452051.1
518	ENST00000452057.1
519	ENST00000452197.5
520	ENST00000452429.5
521	ENST00000452514.6
522	ENST00000452612.5
523	ENST00000452731.5
524	ENST00000452809.1
525	ENST00000452867.1
526	ENST00000452883.5
527	ENST00000453008.2
528	ENST00000453011.5
529	ENST00000453015.1
530	ENST00000453023.1
531	ENST00000453289.1
532	ENST00000453554.1
533	ENST00000453688.5
534	ENST00000453722.6
535	ENST00000453754.5
536	ENST00000453790.1
537	ENST00000453875.5
538	ENST00000453876.1
539	ENST00000454005.1
540	ENST00000454068.5
541	ENST00000454129.5
542	ENST00000454488.5
543	ENST00000454596.1
544	ENST00000454613.1
545	ENST00000454813.1
546	ENST00000454935.1
547	ENST00000454968.5
548	ENST00000455131.5
549	ENST00000455286.1
550	ENST00000455380.5
551	ENST00000455474.5
552	ENST00000455531.1
553	ENST00000455640.5
554	ENST00000455777.1
555	ENST00000455791.5
556	ENST00000455838.5
557	ENST00000455957.5
558	ENST00000456104.5
559	ENST00000456161.5
560	ENST00000456293.5
561	ENST00000456352.2
562	ENST00000456429.5
563	ENST00000456633.1
564	ENST00000456685.5
565	ENST00000456746.5
566	ENST00000456812.6
567	ENST00000456876.1
568	ENST00000456880.1
569	ENST00000456917.1
570	ENST00000457025.5
571	ENST00000457043.1
572	ENST00000457061.1
573	ENST00000457076.5
574	ENST00000457253.1
575	ENST00000457283.3
576	ENST00000457336.1
577	ENST00000457390.1
578	ENST00000457508.1
579	ENST00000457636.5
580	ENST00000457649.6
581	ENST00000457719.1
582	ENST00000457853.1
583	ENST00000457856.1
584	ENST00000457870.5
585	ENST00000457898.1
586	ENST00000457921.5
587	ENST00000457955.5
588	ENST00000458220.1
589	ENST00000458228.5
590	ENST00000458274.1
591	ENST00000458302.5
592	ENST00000458403.2
593	ENST00000458422.5
594	ENST00000458623.1
595	ENST00000458683.1
596	ENST00000458686.5
597	ENST00000458698.6
598	ENST00000460249.5
599	ENST00000460471.1
600	ENST00000460754.1
601	ENST00000460889.5
602	ENST00000462305.5
603	ENST00000462717.1
604	ENST00000463143.5
605	ENST00000463561.5
606	ENST00000464115.1
607	ENST00000464612.5
608	ENST00000465215.1
609	ENST00000466089.5
610	ENST00000466576.2
611	ENST00000466740.2
612	ENST00000466893.5
613	ENST00000467069.6
614	ENST00000467677.1
615	ENST00000467944.5
616	ENST00000468186.5
617	ENST00000468575.1
618	ENST00000469148.1
619	ENST00000469301.1
620	ENST00000469846.2
621	ENST00000470091.1
622	ENST00000470435.5
623	ENST00000470465.1
624	ENST00000471864.1
625	ENST00000472367.5
626	ENST00000472494.1
627	ENST00000473550.1
628	ENST00000473572.2
629	ENST00000474795.5
630	ENST00000474814.1
631	ENST00000475197.1
632	ENST00000475371.5
633	ENST00000476405.1
634	ENST00000476560.1
635	ENST00000477392.1
636	ENST00000478103.6
637	ENST00000478806.1
638	ENST00000478824.1
639	ENST00000478925.5
640	ENST00000479395.2
641	ENST00000479588.1
642	ENST00000480904.2
643	ENST00000481898.5
644	ENST00000483289.2
645	ENST00000483436.5
646	ENST00000483840.1
647	ENST00000484285.2
648	ENST00000484411.1
649	ENST00000484550.1
650	ENST00000484698.5
651	ENST00000486015.1
652	ENST00000486094.5
653	ENST00000486954.1
654	ENST00000487102.5
655	ENST00000487580.1
656	ENST00000488041.5
657	ENST00000488745.5
658	ENST00000489452.1
659	ENST00000489488.1
660	ENST00000489616.1
661	ENST00000490441.1
662	ENST00000490916.5
663	ENST00000492208.1
664	ENST00000492250.5
665	ENST00000492922.1
666	ENST00000493539.1
667	ENST00000494680.6
668	ENST00000495542.5
669	ENST00000496733.6
670	ENST00000496968.5
671	ENST00000498199.1
672	ENST00000498624.1
673	ENST00000498655.5
674	ENST00000498905.2
675	ENST00000498917.2
676	ENST00000499180.2
677	ENST00000499217.6
678	ENST00000499418.2
679	ENST00000499499.2
680	ENST00000499521.2
681	ENST00000499525.1
682	ENST00000499583.1
683	ENST00000499653.1
684	ENST00000499685.2
685	ENST00000499948.2
686	ENST00000499953.6
687	ENST00000500036.2
688	ENST00000500118.2
689	ENST00000500197.6
690	ENST00000500258.2
691	ENST00000500276.6
692	ENST00000500358.6
693	ENST00000500370.2
694	ENST00000500682.1
695	ENST00000500733.6
696	ENST00000500843.2
697	ENST00000500853.1
698	ENST00000500970.5
699	ENST00000501008.2
700	ENST00000501122.2
701	ENST00000501173.6
702	ENST00000501194.2
703	ENST00000501211.2
704	ENST00000501396.5
705	ENST00000501541.1
706	ENST00000501715.6
707	ENST00000501964.1
708	ENST00000502041.2
709	ENST00000502056.1
710	ENST00000502069.6
711	ENST00000502082.5
712	ENST00000502125.6
713	ENST00000502301.5
714	ENST00000502390.5
715	ENST00000502433.5
716	ENST00000502758.1
717	ENST00000502789.2
718	ENST00000503179.5
719	ENST00000503452.5
720	ENST00000503704.1
721	ENST00000503709.1
722	ENST00000503938.1
723	ENST00000504145.5
724	ENST00000504206.6
725	ENST00000504246.5
726	ENST00000504280.1
727	ENST00000504409.3
728	ENST00000504474.5
729	ENST00000504506.5
730	ENST00000504718.5
731	ENST00000504748.1
732	ENST00000504769.5
733	ENST00000504869.1
734	ENST00000504928.1
735	ENST00000504932.2
736	ENST00000505028.5
737	ENST00000505196.1
738	ENST00000505215.1
739	ENST00000505240.5
740	ENST00000505302.1
741	ENST00000505364.1
742	ENST00000505401.1
743	ENST00000505537.1
744	ENST00000505541.1
745	ENST00000505637.1
746	ENST00000505668.1
747	ENST00000505731.5
748	ENST00000505873.1
749	ENST00000505877.5
750	ENST00000505918.5
751	ENST00000506014.5
752	ENST00000506039.1
753	ENST00000506160.1
754	ENST00000506206.5
755	ENST00000506247.1
756	ENST00000506276.5
757	ENST00000506314.1
758	ENST00000506454.1
759	ENST00000506485.1
760	ENST00000506584.5
761	ENST00000506645.1
762	ENST00000506864.5
763	ENST00000506897.1
764	ENST00000506978.5
765	ENST00000507091.5
766	ENST00000507486.1
767	ENST00000507660.5
768	ENST00000507749.5
769	ENST00000507799.1
770	ENST00000507826.1
771	ENST00000507916.6
772	ENST00000507963.5
773	ENST00000507999.5
774	ENST00000508015.1
775	ENST00000508021.5
776	ENST00000508123.1
777	ENST00000508156.5
778	ENST00000508266.1
779	ENST00000508286.1
780	ENST00000508353.5
781	ENST00000508401.1
782	ENST00000508406.1
783	ENST00000508590.1
784	ENST00000508713.1
785	ENST00000508745.1
786	ENST00000508772.5
787	ENST00000508878.5
788	ENST00000508913.5
789	ENST00000508945.5
790	ENST00000508968.1
791	ENST00000509007.1
792	ENST00000509012.5
793	ENST00000509105.1
794	ENST00000509161.1
795	ENST00000509295.5
796	ENST00000509715.1
797	ENST00000509723.1
798	ENST00000509760.1
799	ENST00000509938.1
800	ENST00000509939.1
801	ENST00000510016.1
802	ENST00000510655.1
803	ENST00000510740.1
804	ENST00000510764.1
805	ENST00000510846.5
806	ENST00000510859.5
807	ENST00000511052.1
808	ENST00000511495.1
809	ENST00000511565.1
810	ENST00000511571.1
811	ENST00000511893.1
812	ENST00000511998.1
813	ENST00000512005.1
814	ENST00000512067.5
815	ENST00000512077.5
816	ENST00000512185.1
817	ENST00000512213.5
818	ENST00000512287.1
819	ENST00000512724.5
820	ENST00000512802.1
821	ENST00000512932.5
822	ENST00000513220.1
823	ENST00000513406.1
824	ENST00000513489.5
825	ENST00000513581.5
826	ENST00000513591.5
827	ENST00000513752.5
828	ENST00000513755.1
829	ENST00000513868.6
830	ENST00000513893.5
831	ENST00000513955.1
832	ENST00000514109.1
833	ENST00000514114.5
834	ENST00000514126.5
835	ENST00000514255.1
836	ENST00000514288.5
837	ENST00000514291.1
838	ENST00000514358.1
839	ENST00000514573.5
840	ENST00000514597.5
841	ENST00000514640.5
842	ENST00000514846.1
843	ENST00000514905.5
844	ENST00000515055.1
845	ENST00000515108.1
846	ENST00000515123.1
847	ENST00000515356.2
848	ENST00000515419.5
849	ENST00000515466.1
850	ENST00000515570.1
851	ENST00000517345.5
852	ENST00000517550.1
853	ENST00000517641.1
854	ENST00000517675.1
855	ENST00000517774.1
856	ENST00000518046.1
857	ENST00000518088.5
858	ENST00000518128.5
859	ENST00000518591.1
860	ENST00000518639.1
861	ENST00000518732.1
862	ENST00000518818.1
863	ENST00000518848.5
864	ENST00000518894.1
865	ENST00000518947.6
866	ENST00000519043.5
867	ENST00000519233.1
868	ENST00000519432.1
869	ENST00000519694.1
870	ENST00000519854.1
871	ENST00000519861.1
872	ENST00000520023.1
873	ENST00000520067.5
874	ENST00000520068.5
875	ENST00000520306.1
876	ENST00000520348.5
877	ENST00000520396.1
878	ENST00000520432.1
879	ENST00000520590.5
880	ENST00000520619.1
881	ENST00000520629.5
882	ENST00000520714.5
883	ENST00000520924.5
884	ENST00000520930.1
885	ENST00000520944.5
886	ENST00000521034.1
887	ENST00000521090.5
888	ENST00000521097.5
889	ENST00000521127.1
890	ENST00000521133.1
891	ENST00000521147.1
892	ENST00000521159.5
893	ENST00000521231.1
894	ENST00000521242.1
895	ENST00000521256.1
896	ENST00000521267.5
897	ENST00000521369.2
898	ENST00000521507.5
899	ENST00000521600.5
900	ENST00000521609.5
901	ENST00000521708.1
902	ENST00000521812.1
903	ENST00000521851.1
904	ENST00000521863.1
905	ENST00000521951.1
906	ENST00000522132.1
907	ENST00000522193.1
908	ENST00000522618.1
909	ENST00000522674.1
910	ENST00000522715.1
911	ENST00000522859.5
912	ENST00000522875.5
913	ENST00000522914.1
914	ENST00000523225.1
915	ENST00000523354.1
916	ENST00000523364.1
917	ENST00000523445.5
918	ENST00000523452.5
919	ENST00000523470.1
920	ENST00000523825.1
921	ENST00000523831.1
922	ENST00000523859.1
923	ENST00000523860.5
924	ENST00000523995.1
925	ENST00000524035.5
926	ENST00000524048.1
927	ENST00000524062.5
928	ENST00000524131.5
929	ENST00000524166.1
930	ENST00000524190.1
931	ENST00000524304.1
932	ENST00000524947.1
933	ENST00000525534.1
934	ENST00000525636.5
935	ENST00000525716.2
936	ENST00000525909.1
937	ENST00000525952.1
938	ENST00000526036.1
939	ENST00000526091.1
940	ENST00000526176.1
941	ENST00000526243.1
942	ENST00000526478.5
943	ENST00000526617.1
944	ENST00000526695.5
945	ENST00000526706.1
946	ENST00000526795.1
947	ENST00000527067.1
948	ENST00000527113.1
949	ENST00000527406.1
950	ENST00000527483.5
951	ENST00000527620.5
952	ENST00000527627.5
953	ENST00000527641.1
954	ENST00000527683.1
955	ENST00000527986.5
956	ENST00000528019.5
957	ENST00000528156.1
958	ENST00000528466.1
959	ENST00000528524.5
960	ENST00000528549.1
961	ENST00000528689.5
962	ENST00000528844.1
963	ENST00000529031.5
964	ENST00000529328.1
965	ENST00000529392.1
966	ENST00000529607.1
967	ENST00000529667.1
968	ENST00000529811.5
969	ENST00000529908.1
970	ENST00000530002.1
971	ENST00000530169.5
972	ENST00000530422.1
973	ENST00000530595.1
974	ENST00000530825.5
975	ENST00000530846.1
976	ENST00000531024.1
977	ENST00000531565.1
978	ENST00000531702.1
979	ENST00000531977.1
980	ENST00000532226.1
981	ENST00000532249.1
982	ENST00000532358.5
983	ENST00000532579.1
984	ENST00000532922.1
985	ENST00000533146.5
986	ENST00000533179.1
987	ENST00000533232.5
988	ENST00000533528.1
989	ENST00000533684.1
990	ENST00000533693.5
991	ENST00000533708.1
992	ENST00000533844.1
993	ENST00000533935.5
994	ENST00000533996.5
995	ENST00000534006.1
996	ENST00000534499.1
997	ENST00000534593.1
998	ENST00000534671.1
999	ENST00000535078.1
1000	ENST00000535337.1
1001	ENST00000535436.5
1002	ENST00000535614.5
1003	ENST00000535643.5
1004	ENST00000536029.1
1005	ENST00000536517.1
1006	ENST00000536662.5
1007	ENST00000536949.1
1008	ENST00000537068.5
1009	ENST00000537095.1
1010	ENST00000537157.5
1011	ENST00000537498.1
1012	ENST00000537514.1
1013	ENST00000537616.1
1014	ENST00000537869.5
1015	ENST00000537925.5
1016	ENST00000538231.1
1017	ENST00000538266.5
1018	ENST00000538335.1
1019	ENST00000538790.1
1020	ENST00000539303.5
1021	ENST00000539975.5
1022	ENST00000539987.1
1023	ENST00000540198.1
1024	ENST00000540684.5
1025	ENST00000540865.5
1026	ENST00000540904.1
1027	ENST00000540968.1
1028	ENST00000541615.5
1029	ENST00000541775.5
1030	ENST00000542086.5
1031	ENST00000542112.5
1032	ENST00000542248.5
1033	ENST00000542933.5
1034	ENST00000543334.5
1035	ENST00000543817.1
1036	ENST00000544499.1
1037	ENST00000545226.5
1038	ENST00000545308.5
1039	ENST00000545440.5
1040	ENST00000545688.5
1041	ENST00000545914.5
1042	ENST00000546421.1
1043	ENST00000546512.5
1044	ENST00000546674.1
1045	ENST00000546682.5
1046	ENST00000546767.5
1047	ENST00000546793.1
1048	ENST00000546798.5
1049	ENST00000547077.1
1050	ENST00000547179.1
1051	ENST00000547292.1
1052	ENST00000547492.1
1053	ENST00000547799.5
1054	ENST00000548144.1
1055	ENST00000548322.1
1056	ENST00000548631.5
1057	ENST00000548760.2
1058	ENST00000548801.1
1059	ENST00000548819.5
1060	ENST00000548978.2
1061	ENST00000549131.1
1062	ENST00000549329.5
1063	ENST00000549388.1
1064	ENST00000549718.5
1065	ENST00000549796.1
1066	ENST00000550118.2
1067	ENST00000550601.5
1068	ENST00000550644.1
1069	ENST00000550680.5
1070	ENST00000551146.5
1071	ENST00000551361.1
1072	ENST00000551597.6
1073	ENST00000551890.1
1074	ENST00000551972.1
1075	ENST00000552133.1
1076	ENST00000552156.5
1077	ENST00000552441.1
1078	ENST00000552511.1
1079	ENST00000552781.2
1080	ENST00000552992.1
1081	ENST00000553102.1
1082	ENST00000553134.5
1083	ENST00000553149.1
1084	ENST00000553157.1
1085	ENST00000553176.1
1086	ENST00000553421.1
1087	ENST00000553459.1
1088	ENST00000553463.1
1089	ENST00000553465.5
1090	ENST00000553584.5
1091	ENST00000553657.5
1092	ENST00000553985.1
1093	ENST00000554032.1
1094	ENST00000554036.1
1095	ENST00000554058.1
1096	ENST00000554086.1
1097	ENST00000554123.1
1098	ENST00000554129.1
1099	ENST00000554309.1
1100	ENST00000554323.1
1101	ENST00000554403.1
1102	ENST00000554532.2
1103	ENST00000554639.5
1104	ENST00000554749.1
1105	ENST00000554852.5
1106	ENST00000554988.1
1107	ENST00000555037.1
1108	ENST00000555070.1
1109	ENST00000555162.1
1110	ENST00000555379.1
1111	ENST00000555432.5
1112	ENST00000555562.1
1113	ENST00000555578.1
1114	ENST00000555596.1
1115	ENST00000555707.5
1116	ENST00000555766.1
1117	ENST00000555866.5
1118	ENST00000555928.5
1119	ENST00000555968.1
1120	ENST00000556002.5
1121	ENST00000556225.1
1122	ENST00000556379.1
1123	ENST00000556407.5
1124	ENST00000556475.1
1125	ENST00000556613.1
1126	ENST00000556640.1
1127	ENST00000557373.1
1128	ENST00000557412.1
1129	ENST00000557568.1
1130	ENST00000557660.5
1131	ENST00000557745.1
1132	ENST00000558025.1
1133	ENST00000558109.1
1134	ENST00000558174.5
1135	ENST00000558267.1
1136	ENST00000558323.1
1137	ENST00000558423.1
1138	ENST00000558593.1
1139	ENST00000558831.5
1140	ENST00000558929.5
1141	ENST00000558935.1
1142	ENST00000558945.5
1143	ENST00000559094.1
1144	ENST00000559134.1
1145	ENST00000559285.1
1146	ENST00000559298.5
1147	ENST00000559356.1
1148	ENST00000559357.5
1149	ENST00000559366.1
1150	ENST00000559368.5
1151	ENST00000559702.1
1152	ENST00000559841.1
